,,,,,,,,,,,,,,,,,,,,,,,,,,Орлого | Бараа материал хөдөлгөөн,Орлого | Бараа материалын орлого,Орлого | Борлуулалтын буцаалт,Орлого | Дэлгүүрийн борлуулалтын буцаалт,Орлого | Татан авалт,Орлого | Худалдан авалт,Зарлага | Бараа материал борлуулалт,Зарлага | Бараа материал зарлага,Зарлага | Бараа материал хөдөлгөөн,Зарлага | Бараа материалын актлалт,Зарлага | Дэлгүүрийн борлуулалт,Зарлага | Дэлгүүрийн падааны борлуулалт,Зарлага | Худалдан авалтын буцаалт,Зарлага | Үндсэн хөрөнгө рүү шилжүүлэх
,Байршил,Барааны нэр,Эцсийн үлдэгдэл,,Орлого | Бараа материал хөдөлгөөн,Орлого | Бараа материалын орлого,Орлого | Борлуулалтын буцаалт,Орлого | Дэлгүүрийн борлуулалтын буцаалт,Орлого | Татан авалт,Орлого | Худалдан авалт,Зарлага | Бараа материал борлуулалт,Зарлага | Бараа материал зарлага,Зарлага | Бараа материал хөдөлгөөн,Зарлага | Бараа материалын актлалт,Зарлага | Дэлгүүрийн борлуулалт,Зарлага | Дэлгүүрийн падааны борлуулалт,Зарлага | Худалдан авалтын буцаалт,Зарлага | Үндсэн хөрөнгө рүү шилжүүлэх,Орлого нийт,Зарлага нийт,Үлдэгдэл,,,,Байршил, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
483,Бямбацогт,ISO Whey 500g - Tiramisu,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,
484,Бямбацогт,Protein bar cookie crunch,0,,18,0,0,0,0,0,18,0,0,0,0,0,0,0,18,18,0,,,,,,,,,,,,,,,,,,
490,Бямбацогт,Power Mass,0,,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,,,,,,,,,,,,,,,,,,
492,Бямбацогт,ISO Whey 500гр,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,
493,Бямбацогт,Crush Bar,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,
495,Бямбацогт,Hyper Mass 1000гр,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,
550,Бямбацогт,Power BCAA,0,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,
604,Оффис,Rice pudding powder 2000g,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,
613,Оффис,Jack's BCAA 300g,0,,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,0,,,,,,,,,,,,,,,,,,
614,Оффис,Mission 210g,9,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,,,,,,,,,,,,,,,,,,
625,Оффис,Fitness cream 200ml,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,
653,Оффис,BCAA Powder 420гр,0,,83,0,0,0,0,0,78,0,0,0,0,0,5,0,83,83,0,,,,,,,,,,,,,,,,,,
654,Оффис,L-Carnitine 100.000,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,,,,,,,,,,,,,,,,,,
655,Оффис,Power BCAA,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,
656,Оффис,Power Mass,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,
657,Оффис,Hyper Mass 1000гр,13,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,,,,,,,,,,,,,,,,,,
658,Оффис,Nitrox 680гр,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,
659,Оффис,Power Testo 120caps,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,,,,,,,,,,,,,,,,,,
660,Оффис,Mineral Plex 1000мл шилтэй,0,,21,0,5,0,0,0,0,0,0,17,0,0,9,0,26,26,0,,,,,,,,,,,,,,,,,,
664,Оффис,Pre workout booster 240g,0,,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,0,,,,,,,,,,,,,,,,,,
665,Оффис,Hyper mass sample,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,
666,Оффис,ZMA 60ш,6,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,,,,,,,,,,,,,,,,,,
667,Оффис,Bedford 2,5,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,,,,,,,,,,,,,,,,,,
669,Оффис,Anuxai Shaker 500ml+150,300,,300,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,,,,,,,,,,,,,,,,,,
670,Оффис,Mass gain 2000g,0,,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,,,,,,,,,,,,,,,,,,
671,Оффис,Raw intensity Blackberry 400g,0,,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,,,,,,,,,,,,,,,,,,
672,Оффис,Shaker 600ml,4,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,,,,,,,,,,,,,,,,,,
673,Оффис,Jack's book,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,,,,,,,,,,,,,,,,,,
674,Оффис,Tribooster 60ш,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,
675,Оффис,Magna shot 25ml,6,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,,,,,,,,,,,,,,,,,,
676,Оффис,Amino Liquid currant 1л шилтэй,0,,12,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12,0,,,,,,,,,,,,,,,,,,
677,Оффис,Whey protein Powder 2270гр 3 төрөл,0,,14,0,0,0,0,0,0,0,0,0,0,0,14,0,14,14,0,,,,,,,,,,,,,,,,,,
678,Оффис,Vitamin D3 K2 /60ш/,127,,127,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,127,,,,,,,,,,,,,,,,,,
679,Оффис,Test-x 150ш,0,,21,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,0,,,,,,,,,,,,,,,,,,
680,Оффис,Power Casein,101,,101,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,101,,,,,,,,,,,,,,,,,,
681,Оффис,Bedford 5,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,
